,true_class,pred_class,pred_prob,prob_AGN,prob_CV,prob_HMXB,prob_LMXB,prob_PULSAR,prob_STAR,prob_ULX,prob_YSO
2CXO J091057.0+542342,AGN,AGN,0.9999686030108319,0.9999686030108319,1.2307589453351267e-06,1.2117022189596355e-05,3.3233242588944894e-07,6.192021824511425e-07,6.570516237362373e-06,9.005517348242311e-06,1.5216398391276129e-06
2CXO J181935.1-133238,YSO,YSO,0.9996114074762618,1.6478634572328444e-05,1.3923848391922699e-06,3.485817162071345e-06,4.4497822574310944e-07,2.457091139910569e-06,0.00036363898624518307,6.946315537970711e-07,0.9996114074762618
2CXO J171522.3+572820,AGN,AGN,0.9955413528924539,0.9955413528924539,0.0010847463613036156,0.0023255727157192904,1.9549663950789976e-05,1.5574163533328857e-05,0.00036769362780484987,0.000579741496782964,6.57690784511149e-05
2CXO J124310.3+155348,AGN,AGN,0.9999777361757426,0.9999777361757426,5.642246740402786e-07,1.6825048803030488e-06,2.7193087618175705e-07,5.274027074507537e-07,1.3380641576076558e-05,4.695765000993726e-06,1.141354542692271e-06
2CXO J014756.9+000021,AGN,AGN,0.9999049042150614,0.9999049042150614,3.145048950634819e-06,2.4872212382266364e-05,9.574846916070954e-07,1.90274581880167e-06,5.498498743856283e-05,3.6721629657921443e-06,5.561142691111454e-06
2CXO J005249.0+563909,STAR,STAR,0.9999570204638685,5.542654515885914e-06,9.558283484272406e-07,3.074725364311661e-05,3.985298033959069e-07,2.600598221667822e-06,0.9999570204638685,9.900586790108867e-07,1.7446129203513936e-06
2CXO J213706.4+573232,STAR,STAR,0.999873349620252,4.481869909824817e-05,2.6921992135294907e-06,5.544244456790181e-05,1.5399702625164648e-06,3.4869126549995404e-06,0.999873349620252,1.133679345042024e-05,7.333360500319283e-06
2CXO J180227.3-225937,YSO,YSO,0.9993539299366043,6.732126575711907e-06,2.19886154883922e-06,4.319554895495938e-06,4.598802461054588e-07,2.8672882080061135e-06,0.0006283753691161079,1.1169828054881905e-06,0.9993539299366043
2CXO J064050.5+094545,STAR,STAR,0.9997211486337092,1.804000050705993e-05,1.3103221868878527e-06,7.929686819280388e-06,5.789261944899155e-07,9.368991687894698e-07,0.9997211486337092,2.4252696805064804e-06,0.000247630261733869
2CXO J053517.6-052453,STAR,STAR,0.9999519431271428,1.9209561206775257e-05,4.868009254647358e-06,1.2966541309377365e-05,3.3894308262516373e-06,9.786223809643471e-07,0.9999519431271428,4.765164559766587e-06,1.8795433194912265e-06
2CXO J085923.4-434402,YSO,YSO,0.9949329865176948,2.3628330377822547e-05,2.0453336712874923e-06,1.1683603105111467e-05,8.343862996133453e-07,9.779060254485666e-07,0.005025602857278546,2.2410655474546666e-06,0.9949329865176948
2CXO J145442.1+182936,AGN,AGN,0.9999617714706941,0.9999617714706941,1.5081610901643273e-06,4.727447093082815e-06,7.883478254879913e-07,1.0705284709337027e-06,2.314292871615623e-05,4.446160498812827e-06,2.5449556110600845e-06
2CXO J095500.1-013006,AGN,AGN,0.9998703688983623,0.9998703688983623,6.400526148988298e-06,3.260843293366295e-05,1.5470482780415302e-06,5.215623568810541e-06,5.9746923114408244e-05,1.733080634232966e-05,6.78174125139068e-06
2CXO J100508.6-074400,LMXB,LMXB,0.9999687062445677,2.3257915148991538e-05,1.533012088639221e-07,2.935748513112936e-06,0.9999687062445677,2.9535246028628787e-06,1.3311025216135926e-06,4.99915255797946e-07,1.62248180771937e-07
2CXO J204214.5+745657,STAR,STAR,0.9999663509469161,8.45477451754172e-06,3.1337168058946693e-06,1.6743304152360777e-05,4.965058876733254e-07,1.1744531376669778e-06,0.9999663509469161,1.4557203640283545e-06,2.1905782186264705e-06
2CXO J221414.0+135900,AGN,AGN,0.9849587520544456,0.9849587520544456,0.00035013332755980207,0.0012432830365417596,7.270624313649986e-05,0.00039596739555175053,0.012004185428017589,0.0007836105043116515,0.0001913620104352591
2CXO J180235.2-230102,YSO,YSO,0.9986124480492163,9.049620132945887e-06,2.6893695801655185e-06,5.747652332556339e-06,6.612472999138391e-07,1.1729117805345083e-06,0.0013667057179964763,1.52543166111784e-06,0.9986124480492163
2CXO J081910.2+211739,AGN,AGN,0.9999739340279349,0.9999739340279349,1.0746255746185128e-05,1.8591520159015821e-06,2.048003455163981e-07,7.278212777024107e-07,1.0615080144214516e-05,9.028330138550492e-07,1.0100295214898888e-06
2CXO J104505.9+592125,AGN,AGN,0.9993060256036762,0.9993060256036762,3.770655804195816e-05,0.0005629271295010589,2.1779014843812273e-06,3.130639728598649e-06,3.735026976695478e-05,3.9982577797210716e-05,1.0699320003702143e-05
2CXO J205216.5+602202,STAR,STAR,0.9999668701903561,5.020807055913061e-06,1.4314585474476789e-05,8.207050193533254e-06,3.493753897447096e-07,1.6806659539194374e-06,0.9999668701903561,2.008021064132445e-06,1.5493045119505087e-06
2CXO J203854.8+422230,YSO,YSO,0.9996916526584377,3.520577012144158e-05,8.622852626842834e-07,8.15755039875097e-06,3.4596818028099385e-07,1.3170841422956104e-06,0.0002605256366588222,1.9330467980076886e-06,0.9996916526584377
2CXO J140308.3+541811,HMXB,HMXB,0.9999096683047349,4.262905456847405e-05,5.0773496273533874e-06,0.9999096683047349,6.002871428886261e-07,1.1612062290219278e-06,1.8342146835015645e-05,2.0078078910335165e-05,2.443571952107322e-06
2CXO J180433.8-241422,YSO,YSO,0.9826981701380347,0.0005758486396143889,0.0001749555985455841,0.00012030785377821051,6.641458417985416e-06,0.0001446901424382005,0.016227225617653496,5.2160551517485044e-05,0.9826981701380347
2CXO J203210.0+413018,YSO,STAR,0.7572241039774155,0.0004142693809541755,3.1407485403108176e-05,0.0005250504629422175,2.2920657021068885e-05,2.3733700032740483e-05,0.7572241039774155,4.7231850006341926e-05,0.24171128248622495
2CXO J135353.1-021557,AGN,AGN,0.9999720320955175,0.9999720320955175,2.6745760005324106e-06,2.3202063345750246e-06,4.41427968185602e-07,8.232948824311675e-07,9.445558582796537e-06,1.0754208591083314e-05,1.5086321229112113e-06
2CXO J131209.0-624326,STAR,STAR,0.9941648725502732,0.000449109120750812,2.9722972501925124e-05,0.0014966552316129493,1.6813428231707025e-05,8.560251503049072e-05,0.9941648725502732,2.5623011261485083e-05,0.0037316011703374457
2CXO J161046.8+522805,AGN,AGN,0.9998302336930139,0.9998302336930139,1.1844994899295562e-05,7.260541008086059e-06,9.915217967850583e-07,2.2500680790904735e-06,3.2728577404914404e-05,0.00011095369422979842,3.736909567801583e-06
2CXO J104614.5-595754,YSO,YSO,0.9877010304925264,0.00018756596821873202,5.1787663748372173e-05,0.0018313136335553445,8.806352967179053e-06,0.00048616425113293,0.009704493746724831,2.883789112619755e-05,0.9877010304925264
2CXO J132952.7+471051,HMXB,HMXB,0.9988637304700112,0.00029677352780795605,8.521674486243697e-05,0.9988637304700112,3.0349980698831583e-06,7.14281629601454e-06,7.297401106620436e-05,0.0006581558083899209,1.2971623496162516e-05
2CXO J060106.8-234054,HMXB,HMXB,0.984598381229208,0.008467087487866964,0.00039371076198782724,0.984598381229208,8.717593605875279e-05,0.00014520103528207928,0.0004061102388978575,0.00588192708832684,2.0406222371751706e-05
2CXO J053523.9-052509,STAR,STAR,0.9999246013126474,1.7083833546104168e-05,6.943978648719428e-06,2.8734339670397542e-05,1.4101655276671634e-05,3.169870224795387e-06,0.9999246013126474,3.390201684445273e-06,1.9748083013853145e-06
2CXO J202157.4+384256,YSO,YSO,0.9997876687217393,1.109065545543443e-05,6.188746909810116e-07,3.0929593851233087e-06,2.4850085731192705e-07,9.634647273272756e-07,0.00019532269909020982,9.941240543710681e-07,0.9997876687217393
2CXO J064045.8+093844,STAR,STAR,0.9999630444368248,5.048313672018678e-06,6.323103116384292e-07,8.35886259089037e-06,6.362802885856783e-07,1.3777494261495512e-06,0.9999630444368248,1.0203009340440898e-06,1.988174595189762e-05
2CXO J215318.5+471340,STAR,STAR,0.9956142861531053,0.0013320724744841535,5.236618223237512e-05,0.0023057213937837185,3.112454233537061e-05,0.00026815714136267795,0.9956142861531053,0.00022597449034019232,0.00017029762235629256
2CXO J053504.1-051521,STAR,STAR,0.998675992151666,0.00011812823430050675,0.0008290907961259875,0.00023680115330069297,1.1781696822078354e-05,4.0850617090650236e-05,0.998675992151666,6.213040631915806e-05,2.5224944375002895e-05
2CXO J004307.5+412019,LMXB,LMXB,0.9067343626287634,0.047106200412923786,0.00647765658822447,0.01401396705400022,0.9067343626287634,0.00045750842683973497,0.022019033670144905,0.002929677957093396,0.00026159326201024674
2CXO J091715.0+114014,STAR,STAR,0.9999581680941326,1.4369903975713445e-05,3.930888162057355e-06,9.71452168646881e-06,6.465996215351721e-07,1.4549006193038776e-06,0.9999581680941326,8.939057473700434e-06,2.776034328838527e-06
2CXO J030114.1+445350,AGN,STAR,0.9931944739595924,0.006122304876608633,2.0325132202799797e-05,0.0005557728614286569,9.720831884725364e-06,2.0742582064111908e-05,0.9931944739595924,3.1435659283220586e-05,4.5224096935562685e-05
2CXO J123527.7+121338,AGN,AGN,0.9999234905236445,0.9999234905236445,1.8720114734033294e-06,1.094986150366559e-05,1.161126183393498e-06,1.4552571293006765e-06,3.5734232968975085e-05,3.0923155352658516e-06,2.224467156136332e-05
2CXO J140328.7+542112,HMXB,HMXB,0.9996828571250262,7.119712933026189e-05,3.1870104279830287e-06,0.9996828571250262,1.2944278178574365e-06,3.871047515275558e-06,0.0002197595605408417,1.3682683024013281e-05,4.151016317589151e-06
2CXO J003339.0-432554,AGN,AGN,0.998355077452926,0.998355077452926,4.586563027215167e-05,0.00026487216634763796,5.143745236024805e-06,0.0010608179048194164,0.0001562392669028344,8.752357040121081e-05,2.4460263094836383e-05
2CXO J140034.7+004733,AGN,AGN,0.9999800197360225,0.9999800197360225,2.7634573413973762e-06,1.609095976214907e-06,2.653603349140036e-07,7.448510446388751e-07,7.5957867652820395e-06,5.306531021433619e-06,1.6951814938093328e-06
2CXO J024610.8-082320,AGN,AGN,0.9996114848063438,0.9996114848063438,7.841585026077514e-06,7.622288205882406e-05,1.3852138457260076e-06,1.3392043695662708e-06,0.0002751941527485226,2.0206275644323992e-05,6.325879963024986e-06
2CXO J091342.4+372603,AGN,AGN,0.9999641377398194,0.9999641377398194,5.105809609060966e-07,1.3717484637574285e-05,4.252849713840357e-07,1.1285862664724822e-06,1.612613970487166e-05,1.5426069726177997e-06,2.4115766666784355e-06
2CXO J123035.8+413832,HMXB,HMXB,0.950145451936949,0.03824770699063987,0.0006257944456800803,0.950145451936949,5.2026006154711214e-05,6.971353856977713e-05,0.008702160913544687,0.001825350138810153,0.0003317960296516098
2CXO J163445.4-472911,YSO,YSO,0.9991323900699384,5.588233151838415e-06,1.9056827634023591e-06,2.2055891397961576e-05,3.645848441346592e-07,4.655127059218691e-06,0.0008318620563641348,1.1783544809676638e-06,0.9991323900699384
2CXO J002037.9+284231,AGN,AGN,0.9982620382780005,0.9982620382780005,1.6049072309366358e-05,0.00010814108884818751,2.2678366844649967e-06,7.067217239669522e-06,0.0010510860974039839,0.0005400880824068373,1.3262327107052661e-05
2CXO J043013.0+351358,STAR,STAR,0.9999722606135855,1.1719529506558787e-05,1.1644217905101714e-06,7.5955497035436985e-06,6.476065908503928e-07,1.053329323358003e-06,0.9999722606135855,2.3025469293053976e-06,3.256402570534053e-06
2CXO J203529.6+422608,YSO,YSO,0.9998235794080206,0.00010067287627105162,2.4741604412252035e-06,5.756359140504356e-06,3.7745602431052924e-07,6.888637755318669e-06,5.702134477094427e-05,3.2297575760432214e-06,0.9998235794080206
2CXO J100255.8+013730,AGN,AGN,0.9996971575225205,0.9996971575225205,3.597167268697678e-06,0.00021295334456643855,1.962238948693019e-06,5.4779415345132696e-06,5.917023495406524e-05,1.1546418497190562e-05,8.135131709606806e-06
2CXO J095624.7+694257,HMXB,HMXB,0.9899244268414374,0.009204310866284149,2.530289125615109e-05,0.9899244268414374,7.65665810483937e-06,4.260160312103437e-05,0.0002776865251702422,0.0004937337366251912,2.428087800090166e-05
2CXO J001438.3-010751,AGN,AGN,0.9979370673077782,0.9979370673077782,6.687375557819365e-06,0.00010146768487963222,2.588267329973278e-06,1.7070782692282938e-05,0.0004511816256400934,0.0014668582383884803,1.7078717733252576e-05
2CXO J174714.5-284023,YSO,YSO,0.9997008971788351,1.2512186330364573e-05,4.300684328617081e-05,1.4252098965041979e-05,1.4780617739484383e-06,8.46013924940832e-06,0.0002174283781344253,1.965113425439664e-06,0.9997008971788351
2CXO J133442.7+375914,AGN,AGN,0.9998965323720237,0.9998965323720237,9.221772661561874e-07,7.37840519530396e-05,3.0993796810582737e-07,6.833665737252768e-07,2.203512028542715e-05,4.4477908384895495e-06,1.2851830908727904e-06
2CXO J003541.1-431245,AGN,AGN,0.9986831725829923,0.9986831725829923,3.989026754004968e-05,0.0010171466239502524,2.1064655582954212e-06,4.75249315633535e-06,0.00013073643528138746,0.00010998068776050895,1.2214443760921205e-05
2CXO J142258.2+193322,AGN,AGN,0.9999759900552445,0.9999759900552445,5.385422990750244e-07,5.382065196945502e-06,2.6245287359862065e-07,3.7705357446659673e-07,1.4922488353599171e-05,8.597461008126339e-07,1.6675963569975901e-06
2CXO J194938.3+263149,CV,CV,0.7719047161491256,0.005998726459519415,0.7719047161491256,0.006482946755136056,0.03365762572686807,0.06478927698748038,0.010784527060760878,0.0008251885203337185,0.1055569923407762
2CXO J111130.0+554011,HMXB,HMXB,0.9994925858498144,0.00031774697337865756,6.156744901281179e-06,0.9994925858498144,2.4490121872805894e-06,3.313311386385372e-06,3.8842128896420743e-05,0.00013194303916295937,6.962940272658036e-06
2CXO J095935.6+024839,AGN,AGN,0.9999555983676647,0.9999555983676647,8.939402291976043e-07,1.121221061316078e-05,5.587259283881768e-07,1.6369507148148145e-06,2.545622538178557e-05,2.0593753708183943e-06,2.5842040971929576e-06
2CXO J053517.9-052506,STAR,STAR,0.9998978259449606,3.24991041389872e-05,1.7730293488444262e-05,1.6194641009827952e-05,5.699178779588011e-06,2.421397245213655e-05,0.9998978259449606,2.5758124476241095e-06,3.2610527228548034e-06
2CXO J174615.5-321400,LMXB,YSO,0.9131846050834296,0.0003804290677060568,0.00633406757001761,0.0014247910349588764,0.07388811919105968,0.0008854706857012595,0.00344665192210276,0.0004558654450242293,0.9131846050834296
2CXO J174732.1-282033,YSO,YSO,0.8270290338714863,0.0002326691400303987,0.0032029612158191788,0.0003985995999979189,2.3090010957211047e-05,2.890251982749467e-05,0.16904513547407884,3.9608167802591196e-05,0.8270290338714863
2CXO J141430.2-001358,AGN,AGN,0.999900157634132,0.999900157634132,1.5519466338450337e-05,2.716540281574092e-05,7.142330592562316e-07,1.254164237933191e-06,1.9644073753211414e-05,3.223342603644802e-05,3.3115996269112337e-06
2CXO J121807.1+295611,AGN,AGN,0.9998852822503717,0.9998852822503717,4.019594617120035e-06,1.9137680936705977e-06,2.310527857937009e-07,4.6456861794088615e-07,1.1054182187126043e-05,9.57241834818152e-05,1.310399844806336e-06
2CXO J031742.5-663123,HMXB,HMXB,0.9767254037056773,0.002297134907238698,0.0007703081184165648,0.9767254037056773,0.0005859305426492737,8.933237876137073e-05,0.00037027626502868536,0.019128071116445447,3.354296578248273e-05
2CXO J133817.8+481640,AGN,AGN,0.542288070904856,0.542288070904856,0.016380521704957667,0.3147493317627782,0.008377098213114371,0.005791981794771228,0.06682182898793362,0.04192679261370883,0.003664374017880085
2CXO J104647.2+134149,AGN,AGN,0.9999762102729199,0.9999762102729199,7.251235803137082e-07,7.711536442428345e-06,3.2305741548024563e-07,6.909572865033241e-07,1.0438855412040327e-05,2.2974051085038352e-06,1.6027918348272767e-06
2CXO J001837.3+163446,AGN,AGN,0.9999082140685265,0.9999082140685265,2.8408579473643248e-06,6.175151379903081e-05,3.4088591447431535e-07,5.802264202096647e-07,1.7750167258880687e-05,6.542278901632505e-06,1.980001232089651e-06
2CXO J053523.2-044904,STAR,STAR,0.9999281002930003,1.5339234242790973e-05,1.2961814499256924e-06,4.4970592709365805e-05,9.74429860592146e-07,1.951885028849287e-06,0.9999281002930003,2.473357392831677e-06,4.8940263154383725e-06
2CXO J203159.6+411450,STAR,STAR,0.999971034406889,7.448312312415749e-06,4.912670693694037e-06,8.532143714929049e-06,4.90214882180509e-07,2.2047581057786393e-06,0.999971034406889,8.276192345745423e-07,4.5498741674509996e-06
2CXO J071844.6-245247,STAR,STAR,0.9998873878027373,2.0851689075109212e-05,3.670906607559403e-06,6.849883079752856e-05,8.170360090387252e-07,1.588483457594896e-06,0.9998873878027373,1.353558217935758e-05,3.649669136253405e-06
2CXO J142511.3+332026,AGN,AGN,0.9999675148694361,0.9999675148694361,3.7837870589858544e-06,3.0746424891860093e-06,4.782536793713263e-07,6.894390917463457e-07,1.9723189938516945e-05,2.302085915089975e-06,2.4337323909034166e-06
2CXO J142538.9+331009,AGN,AGN,0.999822148917158,0.999822148917158,9.564219692403732e-05,1.4742499556932129e-05,1.0758919025617372e-06,2.062067053773694e-06,5.461038044380834e-05,3.6073424396806986e-06,6.110704521209638e-06
2CXO J064022.5+094946,STAR,STAR,0.9998637356009361,1.6007534679613323e-05,1.3798480754928956e-06,3.082150863927117e-05,5.055392555818481e-07,2.27023103035181e-06,0.9998637356009361,2.7617258562038918e-06,8.251801152730641e-05
2CXO J053453.5-054345,STAR,STAR,0.9999509487780722,3.541974313780629e-05,8.086855859010339e-07,6.960109467557475e-06,9.276495824343087e-07,6.262171984945027e-07,0.9999509487780722,2.030897211017332e-06,2.277919744477463e-06
2CXO J053841.5-690556,STAR,STAR,0.9982846947900512,0.00015240499827335856,0.00010650392632304173,0.0008513697371771639,8.931325830657492e-06,0.0005287259510834099,0.9982846947900512,2.9524366137467046e-05,3.784490512376792e-05
2CXO J003131.4+003420,AGN,AGN,0.9999822600379848,0.9999822600379848,6.015604527250946e-07,3.4060075487725414e-06,2.246074398222074e-07,4.2265568720058404e-07,9.889970897501637e-06,2.038461885437478e-06,1.1566981037171812e-06
2CXO J004252.8+411638,CV,CV,0.9936267708061479,0.0008718952207579764,0.9936267708061479,0.0010294773663118994,0.00048049476888423106,2.7741937793705194e-05,0.0033304753330486332,0.0005877251134512485,4.54194536043871e-05
2CXO J004247.8+411113,LMXB,LMXB,0.8188706665122286,0.040535291056989976,0.0041901815525781615,0.08851324445487871,0.8188706665122286,0.0004829071139752867,0.04600548436037152,0.0011245912320366033,0.00027763371694118253
2CXO J130700.6+233805,AGN,AGN,0.9963437256048157,0.9963437256048157,2.7007438709610494e-05,0.0006138710184990731,1.1441980410475207e-05,2.8346780426216476e-05,0.0025268108837071955,0.00036901268112858875,7.978361230331288e-05
2CXO J182931.9+011842,STAR,STAR,0.9990413221553281,0.00043971389480292983,5.550323091928429e-05,0.00016310513983875427,3.21754206289046e-05,4.3724431741063646e-05,0.9990413221553281,4.2010706854352204e-05,0.0001824450198866835
2CXO J095915.0+014926,AGN,AGN,0.9997710665349095,0.9997710665349095,5.494290367806716e-06,0.00017015675106733856,1.6589075993815672e-06,4.217237511890419e-06,2.7296105151612827e-05,1.3231678539076078e-05,6.878494853177283e-06
2CXO J180435.2-241742,STAR,STAR,0.950321969970574,0.00016703418489199344,0.00022296597984837726,0.00022415917933172298,8.95831066717624e-06,4.499526821480287e-05,0.950321969970574,3.073061380257927e-05,0.04897918649266936
2CXO J044223.1+020208,AGN,AGN,0.9999360661693111,0.9999360661693111,1.6032817445517746e-06,1.9034190552923505e-05,3.8056136539436053e-07,7.784302766441081e-07,3.75419402538819e-05,2.0720125008993896e-06,2.523413994667287e-06
2CXO J080430.4+645952,AGN,AGN,0.7565425641478414,0.7565425641478414,0.0006610824474411795,0.01531985068151586,0.0002611384351233482,0.0005122736273255818,0.22451642272029443,0.0007902455745522749,0.0013964223659061312
2CXO J022631.3+002506,AGN,AGN,0.9997101943219422,0.9997101943219422,8.053699405288832e-06,0.00015896800393717594,1.2719452048355348e-06,1.8022891310697804e-06,8.134665912774871e-05,3.179482627805694e-05,6.568254973711978e-06
2CXO J064056.0+094254,STAR,STAR,0.9999198345808552,8.857595271182768e-06,7.066757804421345e-07,8.177999755714287e-06,4.6730452955395407e-07,1.4712386057646708e-06,0.9999198345808552,5.023394676477227e-06,5.546121052558521e-05
2CXO J004314.0-092145,AGN,AGN,0.9996730716019891,0.9996730716019891,7.238639286580346e-06,8.641276912347143e-05,1.7492267193352262e-06,1.8487288865357426e-06,0.0001540557186687862,6.889386565512097e-05,6.729449670975549e-06
2CXO J140251.4+542747,HMXB,HMXB,0.9922551371985551,0.005988418107340414,7.21554528006393e-05,0.9922551371985551,1.3142083344334945e-05,4.928827373675762e-05,0.00023543524789844563,0.0013309516560440907,5.54719802803601e-05
2CXO J201618.5+370925,STAR,STAR,0.9999852536293007,3.230661127967819e-06,5.989157175980093e-07,3.7442371152060214e-06,2.437352026379587e-07,1.8067232885363374e-06,0.9999852536293007,8.253523280316271e-07,4.296745919419366e-06
2CXO J053526.3-052500,STAR,STAR,0.9999756463552691,3.840167720777033e-06,1.064929805706178e-06,1.744470037769862e-05,2.0610502266064944e-07,4.592893916591632e-07,0.9999756463552691,4.472165512927021e-07,8.91235861137757e-07
2CXO J075939.4+140543,AGN,AGN,0.9999391390208403,0.9999391390208403,1.8494792363033738e-06,3.1265854565015e-06,3.356958083389809e-07,1.562488659868037e-06,4.997554747414972e-05,1.8809109349428437e-06,2.1302715893942205e-06
2CXO J040821.2-210743,STAR,STAR,0.9999369490093636,1.633408037541758e-05,3.903726876392143e-06,3.429703205165976e-05,7.677243218235211e-07,2.254332755600791e-06,0.9999369490093636,2.133287210123085e-06,3.3608070455668265e-06
2CXO J003331.6-433313,AGN,AGN,0.9992654743408074,0.9992654743408074,5.3759508382818724e-05,0.00025954741254231514,2.0471682955188504e-06,3.1776108379771335e-06,0.0003644866477639556,4.321307375021214e-05,8.294237619802929e-06
2CXO J125848.5+120530,AGN,AGN,0.9999474320311085,0.9999474320311085,1.179394221666632e-06,5.317433170705225e-06,7.701044463682655e-07,1.39736110164752e-06,2.2726395274325125e-05,1.6743862869183194e-05,4.433417807471794e-06
2CXO J153127.8-561055,PULSAR,PULSAR,0.6282908214076621,0.006382269158689679,0.061522620294826136,0.017231990567554617,0.00023825450741035305,0.6282908214076621,0.015304407058142025,0.006504297309045461,0.26452533969666986
2CXO J053453.9-052749,STAR,STAR,0.9998951547654041,6.849751451287369e-05,1.7862560808924e-06,1.943957858038894e-05,1.091222587364399e-06,2.974277122055069e-06,0.9998951547654041,3.681521925305927e-06,7.3748637868640355e-06
2CXO J000322.9-260318,AGN,AGN,0.9897759234434441,0.9897759234434441,0.000615177359526204,0.0033217890480022327,2.6211863750484447e-05,0.0001714443695040391,0.005874550425460915,6.391053874092186e-05,0.00015099295157124912
2CXO J124126.6+323924,AGN,AGN,0.9974434883110068,0.9974434883110068,2.019781728927145e-06,0.002529980206563086,5.785286111980164e-07,7.260053727930887e-07,1.204300296185979e-05,8.591011502903e-06,2.5731522525883315e-06
2CXO J043017.2+351537,STAR,STAR,0.9998564497639341,2.1267886356043694e-05,3.0374260416548376e-05,3.490672800715903e-05,3.572242197799754e-06,3.058271621109156e-05,0.9998564497639341,1.5313414227710313e-05,7.532988649527664e-06
2CXO J084205.9-172546,STAR,STAR,0.9999903900983035,2.5234497185246425e-06,6.072349998236879e-07,3.8101493455033344e-06,2.568245039272099e-07,8.581457555350256e-07,0.9999903900983035,6.877169015735145e-07,8.663804716320926e-07
2CXO J140303.3+541736,HMXB,HMXB,0.9999641739069732,1.6550583453010256e-05,1.8136496345795314e-06,0.9999641739069732,2.5774807684277496e-07,5.314265324907761e-07,7.704209878026409e-06,7.98396653465796e-06,9.84508916991819e-07
2CXO J081138.3+093017,AGN,AGN,0.9999014402795688,0.9999014402795688,2.225051931388194e-06,1.1005577190805488e-05,3.816548342386708e-07,7.83837712777415e-07,6.454463109787341e-05,1.8055099127910713e-05,1.5638685362930238e-06
2CXO J235813.3+622447,AGN,PULSAR,0.648259117855836,0.04474520553309606,0.019962668702981832,0.1072417719844734,0.00024852103090275526,0.648259117855836,0.011185442404065547,0.13566225615249405,0.03269501633615029
2CXO J201918.2+112714,AGN,PULSAR,0.7516399756003764,0.1493849895650554,0.021238261659693926,0.04933981096247894,0.0005487873089341719,0.7516399756003764,0.016235290036891798,0.010512330351907101,0.0011005545146623396
2CXO J064059.3+095520,STAR,STAR,0.99996080741845,7.054226393755457e-06,2.600757259864855e-06,2.2548359716023124e-05,3.041569609066443e-07,5.109439257981691e-07,0.99996080741845,1.0806158942520704e-06,5.093521399613935e-06
2CXO J121530.7+362204,HMXB,HMXB,0.9999137082380757,5.6149404358029455e-05,9.828752266454474e-07,0.9999137082380757,2.5849944259873925e-07,4.049708321093609e-07,4.208577448449837e-06,2.3159382113765627e-05,1.1280525027105593e-06
2CXO J180727.2-250616,STAR,STAR,0.9999905513679803,3.217886590248071e-06,7.923914306648973e-07,2.725883487075798e-06,2.406494625989259e-07,4.810054863562281e-07,0.9999905513679803,5.433448379444692e-07,1.4474707247811622e-06
2CXO J001826.4+300400,STAR,STAR,0.9999094419747936,3.34306958244872e-05,6.550582950414796e-06,2.3306875896759514e-05,7.425960515681747e-07,1.310881085456994e-06,0.9999094419747936,2.186562434790841e-05,3.350769049657034e-06
2CXO J071849.4-245637,STAR,STAR,0.9998831649529676,3.068929500806454e-05,4.402254497876835e-06,5.401615136610423e-05,1.0343020985418872e-06,5.241998323465394e-06,0.9998831649529676,1.6202308889002082e-05,5.248736849458258e-06
2CXO J104503.3+591242,AGN,AGN,0.9999491564442072,0.9999491564442072,1.2234199728051757e-05,2.4055698433709067e-05,3.1338049417245724e-07,4.4087169496873544e-07,8.933872601308894e-06,3.4919193799264343e-06,1.373613460703169e-06
2CXO J143543.7+342906,AGN,AGN,0.9995805177249361,0.9995805177249361,0.0003271922283828108,8.291526859412549e-06,1.3914272518931183e-06,1.6691400719798835e-06,6.890885973118773e-05,5.2037050350385175e-06,6.825387731551181e-06
2CXO J140319.2+542149,HMXB,HMXB,0.9998824992310702,8.416478386839507e-05,4.245319027652806e-06,0.9998824992310702,2.9416419972012927e-07,8.452777236526604e-07,2.307850878441361e-05,3.545462634572643e-06,1.3272526913002808e-06
2CXO J205104.6+442350,STAR,STAR,0.9747863227073207,4.574292471545628e-05,3.106029763635455e-06,0.00015632236056635748,2.5643730835701e-06,3.755604618646377e-06,0.9747863227073207,4.6709785213011805e-06,0.02499751502141054
2CXO J064051.3+093013,STAR,STAR,0.9999457414877314,7.949877410940552e-06,8.795837939375064e-06,7.317130757838453e-06,5.132172382835091e-07,2.17970922545996e-06,0.9999457414877314,2.022695303708881e-06,2.5480044393027035e-05
2CXO J175034.8-293201,STAR,STAR,0.9999797010500213,2.6104944257806872e-06,1.5882075326304596e-06,3.1395856271968738e-06,2.572339676555524e-07,8.514855396272883e-06,0.9999797010500213,5.1467740744217e-07,3.673895621564059e-06
2CXO J214018.3-234056,AGN,AGN,0.9999139035927163,0.9999139035927163,8.65306042857492e-06,1.1812489270178822e-05,1.055499750065692e-06,2.7545561274542757e-06,5.115478620022048e-05,4.3719669275724035e-06,6.294048579422826e-06
2CXO J053504.3-050812,STAR,STAR,0.9999795461829556,6.355815388640983e-06,1.6228644292811654e-06,8.325061901430063e-06,3.3304508991952426e-07,6.556222616649861e-07,0.9999795461829556,1.734667510729216e-06,1.4267404628305692e-06
2CXO J104326.4-593725,STAR,STAR,0.9999542795076922,3.4921122726206537e-06,3.043054859744943e-07,1.4728754886489266e-05,2.0146625533483558e-07,8.108782961288668e-07,0.9999542795076922,5.935938345505365e-07,2.5589381276476715e-05
